file_name,filename,Lithology_code,ROPA,BS,PEF,RXO,DCAL,RMIC,ROP,SP,RMED,GR,DTC,MUDWEIGHT,Y_LOC,DRHO,DEPTH_MD,DTS,RHOB,NPHI,SGR,X_LOC,CALI,RSHA,Z_LOC,RDEP,DEPT
16_2-7_part_2,,65000.0,33.573832130300005,13.475001049400001,5.419645500170001,,3.0430091619400006,,18.394766616600002,,0.9875490188300001,4140.254939962252,val:150.66429138[UNIT],,7167332.7,0.027723476990000002,1449.68116458,,2.24784233575,0.59228457805,,528021.140625,16.5180088997,,-1422.1532347000002,4140.254939962252,1449.68120176
16_2-7_part_2,,65000.0,32.709130096500004,13.475001049400001,5.194248390210001,,2.86131408211,,15.6295691486,,1.1434911727800001,142.90405883600002,val:150.4458313[UNIT],,7167332.7,0.03483804951,1449.84833983,,2.2692128896800003,0.5534879982500001,,528021.140625,16.3363148685,,-1422.3204105000002,142.90405883600002,1449.8484017600001
16_2-7_part_2,,65000.0,31.0497999196,13.475001049400001,5.4658379554900005,,2.55973320009,,13.5366385462,,1.1189762472900002,139.02260436900002,val:150.35839844[UNIT],,7167332.7,0.05058076496,1450.0156493900001,,2.30493066309,0.51162244683,,528021.140625,16.0347332002,,-1422.4877194,139.02260436900002,1450.0156017599998
16_2-7_part_2,,65000.0,29.1812341689,13.475001049400001,5.593491125090001,,2.46385786537,,18.2327400211,,1.1323976874100001,134.47732467400002,150.25094604,,7167332.7,0.055210386990000006,1450.1828247500002,,2.3120308399100002,0.50255115328,,528021.140625,15.938857078100002,,-1422.6548952000003,134.47732467400002,1450.1828017600003
16_2-7_part_2,,65000.0,27.312334823400004,13.475001049400001,5.65344700811,,2.4914896250200003,,28.9678464889,,1.13723429446,133.606922152,val:149.58688354[UNIT],,7167332.7,0.05602081265000001,1450.3500000000001,,2.30355720518,0.51992682522,,528021.140625,15.9664888383,,-1422.8220699000003,133.606922152,1450.35000176
16_2-7_part_2,,65000.0,25.4437397005,13.475001049400001,5.810808515600001,,2.47942380906,,34.1676233294,,0.9985789716100001,130.720907592,148.76177979,,7167332.7,0.053984598030000004,1450.51717525,,2.29679665567,0.5222421259000001,,528021.140625,15.954423809500001,,-1422.9892457,130.720907592,1450.51720176
16_2-7_part_2,,65000.0,23.574806785200003,13.475001049400001,5.41960353847,,2.42712671762,,34.6291072842,,0.9251930594500001,131.343299868,148.16387939,,7167332.7,0.0445892326,1450.6843506100001,,2.2812624454400003,0.5145185232000001,,528021.140625,15.902126980300002,,-1423.1564204000001,131.343299868,1450.6844017600001
16_2-7_part_2,,65000.0,21.9298128126,13.475001049400001,5.05141558647,,2.3128058195,,35.49474716150001,,0.9602467239200001,132.451457215,147.75184631,,7167332.7,0.036322300190000004,1450.8516601700003,,2.2587408303900003,0.51854274571,,528021.140625,15.787805557700002,,-1423.3237304000002,132.451457215,1450.8516017599998
16_2-7_part_2,,65000.0,21.7695129399,13.475001049400001,5.13824005123,,2.19520705943,,35.6593292231,,0.9659350871500002,132.55059585900003,147.56309509,,7167332.7,0.03194569587,1451.0188354200002,,2.24404585361,0.54050758179,,528021.140625,15.6702069282,,-1423.4909062000002,132.55059585900003,1451.0188017600003
16_2-7_part_2,,65000.0,22.6195955271,13.475001049400001,5.081881856920001,,2.1286457538500003,,36.624409866,,1.00896087886,133.592604827,147.241745,,7167332.7,0.02873174139,1451.18601078,,2.24012479779,0.55669452553,,528021.140625,15.603646278000001,,-1423.6580808999997,133.592604827,1451.18600176
16_2-7_part_2,,65000.0,23.4698144912,13.475001049400001,4.96687855719,,2.08665838238,,38.716329193300005,,1.10237385038,134.59140167,147.20701599,,7167332.7,0.025274323140000002,1451.3531860300002,,2.23857221599,0.56086335184,,528021.140625,15.561659432000003,,-1423.8252567000006,134.59140167,1451.35320176
16_2-7_part_2,,65000.0,24.3199033737,13.475001049400001,4.89180912968,,1.98154754644,,41.30810012780001,,0.9622196435500001,135.970153044,val:147.67285156[UNIT],,7167332.7,0.02528997064,1451.52036128,,2.23930916781,0.5572740554700001,,528021.140625,15.456547546000001,,-1423.9924314,135.970153044,1451.5204017600001
16_2-7_part_2,,65000.0,25.169807624500002,13.475001049400001,5.164381647150001,,1.9581484079300002,,41.12513885480001,,0.8085904300100001,135.319621272,148.52200317,,7167332.7,0.03337557674,1451.68753664,,2.24073979855,0.54145021139,,528021.140625,15.433148670500001,,-1424.1596072000002,135.319621272,1451.68760176
16_2-7_part_2,,65000.0,26.0202678681,13.475001049400001,6.252872085570001,,2.22203748228,,38.577305984800006,,0.7762607991600001,138.42027817200002,149.67214966,,7167332.7,0.046900874020000004,1451.8548462,,2.24132254126,0.51369469767,,528021.140625,15.697038269000002,,-1424.3269161,138.42027817200002,1451.8548017599996
16_2-7_part_2,,65000.0,26.788233566600002,13.475001049400001,7.230079650860001,,2.3009212255700002,,36.43607749980001,,0.7644898295100001,144.078314204,149.92892456,,7167332.7,0.04916114104000001,1452.02202145,,2.2330372094800004,0.5438042938900001,,528021.140625,15.775920963,,-1424.4940918999998,144.078314204,1452.02200176
16_2-7_part_2,,65000.0,27.430662536200003,13.475001049400001,6.6839621544300005,,2.3051724671800002,,32.989048004000004,,0.8461484193800001,137.10222854900002,149.6867981,,7167332.7,0.04382616953000001,1452.18919681,,2.23015182016,0.58850927355,,528021.140625,15.780171680900002,,-1424.6612666,137.10222854900002,1452.18920176
16_2-7_part_2,,65000.0,28.0246551519,13.475001049400001,6.127519464440001,,2.4200325727600003,,28.5495872497,,0.9238776266500002,130.17841034000003,val:149.49716187[UNIT],,7167332.7,0.044369925600000006,1452.35637206,,2.2511869430600004,0.5755349875000001,,528021.140625,15.895032310300001,,-1424.8284424,130.17841034000003,1452.3564017600002
16_2-7_part_2,,65000.0,28.618664550300004,13.475001049400001,5.792181730280001,,2.4503047704300003,,26.7858690264,,0.9373771547800002,130.90248412999998,149.11779785,,7167332.7,0.048183749570000003,1452.5235473100001,,2.28024775979,0.56698660854,,528021.140625,15.9253024106,,-1424.9956182,130.90248412999998,1452.5236017599998
16_2-7_part_2,,65000.0,29.212669754400004,13.475001049400001,5.46436457633,,2.4459216117600002,,27.0993583674,,0.9379726171200001,131.600080106,148.88485718,,7167332.7,0.052009793330000005,1452.6908569800003,,2.3066099167100003,0.5810716986800001,,528021.140625,15.920919513400001,,-1425.1629271,131.600080106,1452.6908017599997
16_2-7_part_2,,65000.0,29.8067274098,13.475001049400001,4.989142370190001,,2.4390170812700003,,28.713495826400003,,0.9450918734400001,125.69003906800002,148.75094604,,7167332.7,0.04185856884,1452.8580322300002,,2.3006230354800006,0.5741644144500001,,528021.140625,15.914017868100002,,-1425.3301029000002,125.69003906800002,1452.8580017600002
16_2-7_part_2,,65000.0,30.388024520700004,13.475001049400001,4.159488034240001,,2.0342428803400003,,30.344180870300004,,0.93514164689,124.20371475600001,val:148.74113464[UNIT],,7167332.7,0.028747548720000002,1453.02520748,,2.2760140895800003,0.5918983340600001,,528021.140625,15.5092430119,,-1425.4972776000002,124.20371475600001,1453.02520176
16_2-7_part_2,,65000.0,30.381982040300006,13.475001049400001,4.09489591126,,1.65168961287,,29.482004928200002,,0.8740417837800001,126.02423018900002,148.90055847,,7167332.7,0.03851981726999989,1453.1923828400002,,2.30149741173,0.58332123751,,528021.140625,15.1266889576,,-1425.6644534000002,126.02423018900002,1453.1924017600002
16_2-7_part_2,,65000.0,29.8674543376,13.475001049400001,4.2938466787700005,,1.6141007423200002,,29.042181587100004,,0.9116681576200001,137.283494568,val:148.99964905[UNIT],,7167332.7,0.044893581810000006,1453.35955809,,2.3330861568300003,0.56143711206,,528021.140625,15.089100742100001,,-1425.8316281000002,137.283494568,1453.3596017599998
16_2-7_part_2,,65000.0,29.352949715100003,13.475001049400001,4.128554940180001,,1.5408018351,,32.14389381390001,,1.00053628686,143.846232607,148.95326233,,7167332.7,0.03920061254999989,1453.5268676500002,,2.3339739084200004,0.56258738635,,528021.140625,15.015802096900002,,-1425.9989381000003,143.846232607,1453.5268017599997
16_2-7_part_2,,65000.0,28.838470268300004,13.475001049400001,3.9911273241400007,,1.4493229031600001,,34.859466361500004,,0.9899545371100001,138.80289306400002,148.87051392,,7167332.7,0.039260666060000005,1453.6940430099996,,2.34139981273,0.58458867665,,528021.140625,14.924322509800001,,-1426.1661128000003,138.80289306400002,1453.6940017600002
16_2-7_part_2,,65000.0,28.324087333300007,13.475001049400001,4.01099145414,,1.4407770157000002,,34.7847284312,,1.03102360372,134.135899348,148.82434082,,7167332.7,0.04361387382,1453.8612182600002,,2.36144175531,0.63855997326,,528021.140625,14.915777015700002,,-1426.3332886,134.135899348,1453.86120176
16_2-7_part_2,,65000.0,27.809366608100003,13.475001049400001,4.37975034717,,1.4438806057500002,,35.565591048900004,,1.0287705898800001,133.04466934,148.98353577,,7167332.7,0.03396510128000001,1454.0283935100001,,2.36176197532,0.64724708796,,528021.140625,14.9188811299,,-1426.5004643999996,133.04466934,1454.0284017600002
16_2-7_part_2,,65000.0,27.696802329900002,13.475001049400001,4.1523396015200005,,1.41090463404,,37.364126968300006,,0.9278353333700001,137.70000610300002,149.26986694,,7167332.7,0.023110557690000002,1454.19556887,,2.35001585489,0.62033687232,,528021.140625,14.8859045027,,-1426.6676391,137.70000610300002,1454.19560176
16_2-7_part_2,,65000.0,28.431958198600004,13.475001049400001,4.03697490691,,1.39566900726,,38.1032943731,,0.88523846862,140.647998051,val:149.62017822[UNIT],,7167332.7,0.026174886540000004,1454.3627441200001,,2.3676683426,0.60037229659,,528021.140625,14.8706692695,,-1426.8348149,140.647998051,1454.3628017599997
16_2-7_part_2,,65000.0,29.6134792327,13.475001049400001,4.041752505340001,,1.3913398743200003,,39.4559707641,,0.8713534832200001,4200.699326366701,val:150.19308472[UNIT],,7167332.7,0.028399850820000003,1454.53005368,,2.39585189822,0.5899231195000001,,528021.140625,14.866339874100001,,-1427.0021238000002,4200.699326366701,1454.5300017600002
16_2-7_part_2,,65000.0,30.795082092500003,13.475001049400001,4.029030775990001,,1.2400401234100003,,45.5709693912,,0.86597766871,141.988757328,150.85539246,,7167332.7,0.0246165227,1454.6972290400001,,2.40039451124,0.58205097918,,528021.140625,14.7150418283,,-1427.1692996,141.988757328,1454.69720176
16_2-7_part_2,,65000.0,31.976663970900002,13.475001049400001,3.7055550813600004,,0.9814610361600001,,49.0452655792,,0.88962615137,137.750368503,val:151.43536377[UNIT],,7167332.7,0.02094354482,1454.8644042900005,,2.38401713374,0.58188772202,,528021.140625,14.4564624787,,-1427.3364743,137.750368503,1454.86440176
16_2-7_part_2,,65000.0,33.1582038876,13.475001049400001,3.7849476098500006,,0.7631952464400001,,45.574468993900005,,0.9310694635000001,131.28060913,val:151.74333191[UNIT],,7167332.7,0.021783231030000003,1455.0315795400002,,2.3581265210800004,0.5813005209000001,,528021.140625,14.238194656400001,,-1427.5036501000002,131.28060913,1455.03160176
16_2-7_part_2,,65000.0,34.339739608900004,13.475001049400001,3.84000053404,,0.5759231329500001,,42.4186702731,,0.9289764284900002,132.67866287500001,val:152.27830505[UNIT],,7167332.7,0.02099685742,1455.1987549,,2.34421360492,0.5682713568400001,,528021.140625,14.050922870600001,,-1427.6708248000002,132.67866287500001,1455.19880176
16_2-7_part_2,,65000.0,35.343500518700004,13.475001049400001,3.7931715727400004,,0.33487422166,,41.7527931216,,0.8925275385400001,134.236120601,val:152.69892883[UNIT],,7167332.7,0.01602721582,1455.3660644599997,,2.34725897307,0.57077378039,,528021.140625,13.9010378837,,-1427.8381348,134.236120601,1455.3660017600002
16_2-7_part_2,,65000.0,36.147255325500005,13.475001049400001,3.7181698084300003,,0.20176328128,,42.58961792030001,,0.9434264540800001,133.382796481,152.30844116,,7167332.7,0.019565212590000002,1455.53323971,,2.35982413293,0.57093559501,,528021.140625,13.7697293283,,-1428.0053106000003,133.382796481,1455.53320176
16_2-7_part_2,,65000.0,36.9301677701,13.475001049400001,3.7618605613600002,,0.34964971239000003,,47.32721633860001,,1.09819728733,137.034342962,151.55065918,,7167332.7,0.02515777297,1455.7004150700002,,2.3680407524400002,0.56692635417,,528021.140625,13.824649810400002,,-1428.1724853000003,137.034342962,1455.70040176
16_2-7_part_2,,65000.0,37.7133403779,13.475001049400001,3.5793338537000006,,0.6872202337000001,,53.6139095305,,1.21263062954,141.056117246,150.43177795,,7167332.7,0.021783523960000002,1455.86759032,,2.3621902465700004,0.5603753507000001,,528021.140625,14.1622199059,,-1428.3396611,141.056117246,1455.86760176
16_2-7_part_2,,65000.0,38.4965171811,13.475001049400001,3.48230352404,,0.9162630915900001,,55.525981140300004,,1.1457968353700003,137.750368503,val:149.45257568[UNIT],,7167332.7,0.01760731951,1456.03476568,,2.35037803649,0.53220408857,,528021.140625,14.391263485500001,,-1428.5067016000003,137.750368503,1456.03480176
16_2-7_part_2,,65000.0,39.2799373626,13.475001049400001,3.2636889934,,0.86857975127,,54.203470993100005,,0.9954372226700001,132.366954808,val:149.24490356[UNIT],,7167332.7,0.016212629840000003,1456.2019409300003,,2.3379405975200003,0.5153576910900001,,528021.140625,14.343580341200003,,-1428.6738774,132.366954808,1456.2020017599998
16_2-7_part_2,,65000.0,40.1744930268,13.475001049400001,3.2870794773300003,,0.83783023951,,52.825877761800015,,1.0190758050000002,132.506385044,val:149.31596375[UNIT],,7167332.7,0.01847550606,1456.3692504900002,,2.3315605878400003,0.53450778425,,528021.140625,14.3128308301,,-1428.8411863000001,132.506385044,1456.3692017600004
16_2-7_part_2,,65000.0,41.40745697000002,13.475001049400001,3.37444052693,,1.18440039157,,53.2665046694,,1.1735210418800002,140.693736271,149.13478088,,7167332.7,0.02286780496,1456.5364257400006,,2.3311126470500003,0.54351905289,,528021.140625,14.659400653700002,,-1429.0083621,140.693736271,1456.53640176
16_2-7_part_2,,65000.0,42.878511428500005,13.475001049400001,3.6155819177500006,,1.54895944599,,52.700752258,,1.2269344448900001,149.13583679500002,148.76716614,,7167332.7,0.028470427590000003,1456.7036011,,2.33026449678,0.5315534532000001,,528021.140625,15.023959446100001,,-1429.1755368,149.13583679500002,1456.70360176
16_2-7_part_2,,65000.0,44.3494693752,13.475001049400001,3.85351035597,,1.23230291602,,47.68654670670001,,1.11381207707,136.365666965,148.44308472,,7167332.7,0.037767187150000006,1456.8707763500001,,2.33405966761,0.55548524262,,528021.140625,14.707303046700002,,-1429.3427126000001,136.365666965,1456.87080176
16_2-7_part_2,,65000.0,45.8205322267,13.475001049400001,4.14864330287,,0.9806523562000001,,40.576041030800006,,0.96428166626,127.51725998000002,148.15811157,,7167332.7,0.044147594260000006,1457.03795171,,2.34802005295,0.61206380125,,528021.140625,14.455652618000002,,-1429.5098873000002,127.51725998000002,1457.0380017599996
16_2-7_part_2,,65000.0,47.2914817815,13.475001049400001,4.3672822237,,1.18342635631,,36.083821868600005,,0.9668806016100001,143.653041081,val:147.94413757[UNIT],,7167332.7,0.039828414890000004,1457.2052612700002,,2.3416146040100005,0.6080544292900001,,528021.140625,14.658426094400001,,-1429.6771973000002,143.653041081,1457.2052017600001
16_2-7_part_2,,65000.0,48.76250267020001,13.475001049400001,5.23828296662,,1.3562599182,,32.9043420794,,0.99050430061,145.091638186,147.66435242,,7167332.7,0.08382105831000002,1457.37243652,,2.37990121842,0.5651433766,,528021.140625,14.8312609676,,-1429.8443731000002,145.091638186,1457.37240176
16_2-7_part_2,,65000.0,48.675067138500005,13.475001049400001,7.454998922360001,,1.6314925432300003,,29.707806968400003,,0.8006224989400001,131.646993258,val:147.57830811[UNIT],,7167332.7,0.09045499342000002,1457.53961177,,2.39988861079,0.5677740455200001,,528021.140625,15.1064928058,,-1430.0115478000002,131.646993258,1457.53960176
16_2-7_part_2,,65000.0,46.3281887057,13.475001049400001,4.3370986699700005,,1.93860305551,,28.0828979497,,0.7409528076500002,126.12808532500001,val:147.78399658[UNIT],,7167332.7,0.052468482770000005,1457.70678713,,2.345704031,0.5821267723700001,,528021.140625,15.413603973900003,,-1430.1787236,126.12808532500001,1457.70680176
16_2-7_part_2,,65000.0,43.453789139200005,13.475001049400001,6.220093727100002,,2.1951925039,,27.189221382400003,,1.01767474413,130.631856542,val:147.94085693[UNIT],,7167332.7,0.07923665563,1457.8739623800002,,2.3377223969000003,0.5861162782200001,,528021.140625,15.670193290400002,,-1430.3458983,130.631856542,1457.8740017599996
16_2-7_part_2,,65000.0,40.578369903500004,13.475001049400001,6.481179761870001,,2.3187740802600003,,28.995828628800002,,1.11640255452,128.278268437,val:148.25935364[UNIT],,7167332.7,0.07941931184,1458.0411377400003,,2.32967205053,0.59117036462,,528021.140625,15.793774604300001,,-1430.5130741000003,128.278268437,1458.0412017600001
16_2-7_part_2,,65000.0,37.70294647240001,13.475001049400001,5.824678420990001,,2.2130936146,,34.6736642835,,0.9312182306900001,115.76089248900001,val:148.62599182[UNIT],,7167332.7,0.06995493098000001,1458.2084473000002,,2.32560648914,0.60004696246,,528021.140625,15.688093089900002,,-1430.6803830000001,115.76089248900001,1458.20840176
16_2-7_part_2,,65000.0,34.8266712189,13.475001049400001,5.7768069744,,2.0672467828100003,,36.8595127109,,0.79698520902,111.899428553,148.77893066,,7167332.7,0.07665741446000002,1458.3756225500001,,2.3330174445600003,0.55481680628,,528021.140625,15.542245865300002,,-1430.8475588000001,111.899428553,1458.37560176
16_2-7_part_2,,65000.0,32.177072906,13.475001049400001,6.910624408710001,,2.04442330598,,35.6692573545,,0.82746708396,122.71559448500001,val:148.81221008[UNIT],,7167332.7,0.09714292137000001,1458.5427978000002,,2.3379253863900007,0.52082805038,,528021.140625,15.519422912400001,,-1431.0147335000001,122.71559448500001,1458.5428017600002
